rank,record_id,title,authors_as_listed,arxiv,publication_year,frontier_labels,primary_arxiv_category,citation_count,citation_count_without_self_citations,citations_per_year,impact_proxy_score_0_100,frontier_count,placement_count,citation_source,inspire_url
110,arxiv:2209.03988,"MoEDAL-MAPP, an LHC Dedicated Detector Search Facility",J. Pinfold.,2209.03988,2022,Energy,hep-ph,46,28,11.741090146750524,78.50093109869646,1,1,INSPIRE,https://inspirehep.net/literature/2149546
111,arxiv:2202.07683,White Paper on SuperConformal Field Theories,P. C. Argyres et al.,2202.07683,2022,Theory,hep-th,52,33,11.609413202933984,79.55307262569832,1,1,INSPIRE,https://inspirehep.net/literature/2033570
112,arxiv:2203.07117,Quantum Information in Quantum Field Theory and Quantum Gravity,T. Faulkner et al.,2203.07117,2022,Theory,hep-th,51,48,11.577221876942199,79.23649906890131,1,1,INSPIRE,https://inspirehep.net/literature/2051219
113,arxiv:2205.12847,Upgrading SuperKEKB with a Polarized Electron Beam: Discovery Potential and Proposed Implementation,S. Banerjee et al.,2205.12847,2022,Accelerator Science and Technology | Energy | Rare Processes and Precision Measurements,physics.acc-ph,48,25,11.406636304489265,78.7243947858473,3,3,INSPIRE,https://inspirehep.net/literature/2087635
114,arxiv:2203.08206,Probing the Electroweak Phase Transition with Exotic Higgs Decays,M. Carena et al.,2203.08206,2022,Cosmic | Energy,hep-ph,50,38,11.357276119402984,78.92923649906889,2,2,INSPIRE,https://inspirehep.net/literature/2053763
115,arxiv:2203.07492,Light Dark Matter Direct Detection at the Interface With Condensed Matter Physics,A. Mitridate et al.,2203.07492,2022,Cosmic | Theory,hep-ph,50,46,11.350217526413921,78.87337057728118,2,2,INSPIRE,https://inspirehep.net/literature/2052428
116,arxiv:2203.06853,Electron Scattering and Neutrino Physics,A. Ankowski et al.,2203.06853,2022,Neutrinos | Theory,hep-ex,48,16,10.896208825357364,78.55679702048417,2,2,INSPIRE,https://inspirehep.net/literature/2050877
117,arxiv:2203.06859,Puzzling Excesses in Dark Matter Searches and How to Resolve Them,R. K. Leane et al.,2203.06859,2022,Cosmic | Theory,hep-ph,47,32,10.669204474829085,78.30540037243948,2,2,INSPIRE,https://inspirehep.net/literature/2051092
118,arxiv:2106.01393,Vector Boson Scattering Processes: Status and Prospects,D. Buarque Franzosi et al.,2106.01393,2021,Energy | Neutrinos | Theory,hep-ph,55,27,10.606520591341077,80.46554934823091,3,3,INSPIRE,https://inspirehep.net/literature/1866947
119,arxiv:2207.06898,Dark Sector Studies with Neutrino Beams,B. Batell et al.,2207.06898,2022,Cosmic | Neutrinos | Rare Processes and Precision Measurements | Theory,hep-ph,43,15,10.562037659717552,76.95530726256983,4,4,INSPIRE,https://inspirehep.net/literature/2112369
120,arxiv:2203.07804,Future Circular Hadron Collider FCC-hh: Overview and Status,M. Benedikt et al.,2203.07804,2022,Accelerator Science and Technology,physics.acc-ph,46,38,10.448694029850746,77.94227188081936,1,1,INSPIRE,https://inspirehep.net/literature/2052856
121,arxiv:2204.00001,The Mu3e Experiment,G. Hesketh et al.,2204.00001,2022,Rare Processes and Precision Measurements,hep-ex,45,45,10.330766813324953,77.43016759776536,1,1,INSPIRE,https://inspirehep.net/literature/2061380
122,arxiv:2203.08386,Toward CUPID-1T,A. Armatol et al.,2203.08386,2022,Instrumentation | Neutrinos | Rare Processes and Precision Measurements | Underground Facilities and Infrastructure,nucl-ex,45,30,10.227909147479776,77.37430167597765,4,4,INSPIRE,https://inspirehep.net/literature/2053368
123,arxiv:2203.08228,Future Gravitational-Wave Detector Facilities,S. W. Ballmer et al.,2203.08228,2022,Cosmic,gr-qc,45,39,10.221548507462686,77.29050279329608,1,1,INSPIRE,https://inspirehep.net/literature/2053400
124,arxiv:2203.08366,Linear Collider Based on Laser-Plasma Accelerators,C. Benedetti et al.,2203.08366,2022,Accelerator Science and Technology,physics.acc-ph,45,18,10.221548507462686,77.29050279329608,1,1,INSPIRE,https://inspirehep.net/literature/2053625
125,arxiv:2203.06258,The Potential of a TeV-Scale Muon-Ion Collider,D. Acosta et al.,2203.06258,2022,Accelerator Science and Technology | Energy,hep-ex,45,44,10.196184863523573,77.20670391061452,2,2,INSPIRE,https://inspirehep.net/literature/2050815
126,arxiv:2203.07270,Phenomenological Aspects of Composite Higgs Scenarios: Exotic Scalars and Vector-Like Quarks,A. Banerjee et al.,2203.07270,2022,Energy | Theory,hep-ph,44,27,9.98819142324425,76.75977653631284,2,2,INSPIRE,https://inspirehep.net/literature/2051222
127,arxiv:2203.08805,Quantum Computing for Data Analysis in High-Energy Physics,A. Delgado et al.,2203.08805,2022,Computational,physics.data-an,43,24,9.767257462686565,76.50837988826817,1,1,INSPIRE,https://inspirehep.net/literature/2054075
128,arxiv:2203.05010,New Ideas in Baryogenesis,G. Elor et al.,2203.05010,2022,Theory,hep-ph,42,26,9.504646840148698,76.1266294227188,1,1,INSPIRE,https://inspirehep.net/literature/2049545
129,arxiv:2203.00740,Low-Energy Physics in Neutrino LArTPCs,D. Caratelli et al.,2203.00740,2022,Instrumentation | Neutrinos,physics.ins-det,42,8,9.457768187422936,76.0707635009311,2,2,INSPIRE,https://inspirehep.net/literature/2043497
130,arxiv:2203.07316,The Road Ahead for CODEX-b,G. Aielli et al.,2203.07316,2022,Energy | Rare Processes and Precision Measurements,hep-ex,41,30,9.307178371659415,75.6610800744879,2,2,INSPIRE,https://inspirehep.net/literature/2051244
131,arxiv:2203.07242,The Windchime Project,A. Attanasio et al. (Windchime Collaboration),2203.07242,2022,Cosmic | Instrumentation | Theory,hep-ex,41,26,9.307178371659415,75.6610800744879,3,3,INSPIRE,https://inspirehep.net/literature/2051205
132,arxiv:2203.03230,Hadron Spectroscopy with Lattice QCD,J. Bulava et al.,2203.03230,2022,Rare Processes and Precision Measurements | Theory,hep-lat,40,24,9.040841584158416,75.31657355679702,2,2,INSPIRE,https://inspirehep.net/literature/2047120
133,arxiv:2203.07059,Theories and Experiments for Testable Baryogenesis Mechanisms,J. L. Barrow et al.,2203.07059,2022,Rare Processes and Precision Measurements,hep-ph,38,19,8.62616532007458,75.0,1,1,INSPIRE,https://inspirehep.net/literature/2051136
134,arxiv:2203.05531,Review of Neutral Naturalness,B. Batell et al.,2203.05531,2022,Theory,hep-ph,38,27,8.604773713577185,74.94413407821229,1,1,INSPIRE,https://inspirehep.net/literature/3089945
135,arxiv:2203.08278,A New Charged Lepton Flavor Violation Program at Fermilab,M. Aoki et al.,2203.08278,2022,Rare Processes and Precision Measurements,hep-ex,37,23,8.404384328358208,74.46927374301676,1,1,INSPIRE,https://inspirehep.net/literature/2053459
136,arxiv:2203.08806,New Directions for Surrogate Models and Differentiable Programming for High Energy Physics Detector Simulation,A. Adelmann et al.,2203.08806,2022,Computational,hep-ph,37,15,8.404384328358208,74.46927374301676,1,1,INSPIRE,https://inspirehep.net/literature/2054074
137,arxiv:2203.06894,The Landscape of Cosmic-Ray and High-Energy Photon Probes of Particle Dark Matter,T. Aramaki et al.,2203.06894,2022,Cosmic,hep-ex,37,17,8.399160969546301,74.3854748603352,1,1,INSPIRE,https://inspirehep.net/literature/2051102
138,arxiv:2109.15181,On the Modeling Uncertainties of ttbar W± Multi-Lepton Signatures,G. Bevilacqua et al.,2109.15181,2021,Energy,hep-ph,40,20,8.235625704622322,74.98137802607077,1,1,INSPIRE,https://inspirehep.net/literature/1935822
139,arxiv:2203.07726,Flavor Model Building,"W. Altmannshofer, J. Zupan",2203.07726,2022,Theory,hep-ph,36,27,8.177238805970148,73.81750465549348,1,1,INSPIRE,https://inspirehep.net/literature/2052492
140,arxiv:2203.07064,Dark Matter Physics from the CMB-S4 Experiment,C. Dvorkin et al.,2203.07064,2022,Cosmic,hep-ph,36,19,8.172156619018024,73.73370577281192,1,1,INSPIRE,https://inspirehep.net/literature/2051192
141,arxiv:2203.07569,Mu2e-II: Muon to Electron Conversion with PIP-II,K. Byrum et al.,2203.07569,2022,Rare Processes and Precision Measurements,hep-ex,36,14,8.172156619018024,73.73370577281192,1,1,INSPIRE,https://inspirehep.net/literature/2052525
142,arxiv:2203.09524,On the Importance of Rare Kaon Decays,J. Aebischer et al.,2203.09524,2022,Rare Processes and Precision Measurements,hep-ph,35,22,7.959993773349939,73.32402234636871,1,1,INSPIRE,https://inspirehep.net/literature/2054663
143,arxiv:2203.05484,Axion-Like Particles at High Energy Muon Colliders,T. Han et al.,2203.05484,2022,Accelerator Science and Technology | Energy | Theory,hep-ph,35,29,7.925449473031618,73.26815642458101,3,3,INSPIRE,https://inspirehep.net/literature/2049621
144,arxiv:2207.10636,Solving Scattering in N=4 Super-Yang-Mills Theory,N. Arkani-Hamed et al.,2207.10636,2022,Theory,hep-th,32,21,7.897297297297297,71.84357541899442,1,1,INSPIRE,https://inspirehep.net/literature/2120761
145,arxiv:2203.10110,Effective Field Theories for Condensed Matter Systems,T. Brauner et al.,2203.10110,2022,Theory,hep-th,34,27,7.737383177570094,72.9608938547486,1,1,INSPIRE,https://inspirehep.net/literature/2055714
146,arxiv:2204.01742,String Theory and Particle Physics,M. Cvetic et al.,2204.01742,2022,Theory,hep-th,33,22,7.590207808564231,72.44878957169459,1,1,INSPIRE,https://inspirehep.net/literature/2063384
147,arxiv:2203.07535,Strange Quark as a Probe for New Physics in the Higgs Sector,A. Albert et al.,2203.07535,2022,Energy,hep-ex,33,15,7.491143567433188,72.39292364990689,1,1,INSPIRE,https://inspirehep.net/literature/2052514
148,arxiv:2203.06200,Observational Facilities to Study Dark Matter,S.Chakrabarti et al.,2203.06200,2022,Cosmic,astro-ph.CO,33,19,7.47720223325062,72.30912476722533,1,1,INSPIRE,https://inspirehep.net/literature/2050926
149,arxiv:2203.05914,"Recoil Imaging for Dark Matter, Neutrinos, and Physics Beyond the Standard Model",C. A. J. O'Hare et al.,2203.05914,2022,Cosmic | Instrumentation | Neutrinos,physics.ins-det,33,11,7.47720223325062,72.30912476722533,3,3,INSPIRE,https://inspirehep.net/literature/2050141
150,arxiv:2203.05731,Beam background expectations for Belle II at SuperKEKB,A. Natochii et al.,2203.05731,2022,Accelerator Science and Technology,hep-ex,33,16,7.47256664600124,72.22532588454376,1,1,INSPIRE,https://inspirehep.net/literature/2050036
151,arxiv:2204.08668,Neutrino Flavor Model Building and the Origins of Flavor and CP Violation,Y. Almumin et al.,2204.08668,2022,Neutrinos | Theory,hep-ph,32,24,7.430387794024158,71.45251396648044,2,2,INSPIRE,https://inspirehep.net/literature/2069317
152,arxiv:2207.12400,Scintillating Bubble Chambers: Liquid-Noble Bubble Chambers for Dark Matter and CEνNS Detection,E. Alfonso-Pita et al.,2207.12400,2022,Cosmic | Instrumentation | Neutrinos,physics.ins-det,30,16,7.403716216216216,70.28864059590316,3,3,INSPIRE,https://inspirehep.net/literature/2126035
153,arxiv:2202.08292,The Deepest Problem: Some Perspectives on Quantum Gravity,S. B. Giddings.,2202.08292,2022,Theory,hep-th,33,30,7.372018348623852,72.05772811918062,1,1,INSPIRE,https://inspirehep.net/literature/2034284
154,arxiv:2203.16583,Substructure of Multiquark Hadrons,N. Brambilla et al.,2203.16583,2022,Rare Processes and Precision Measurements,hep-ph,32,16,7.337099811676083,71.28491620111731,1,1,INSPIRE,https://inspirehep.net/literature/2060761
155,arxiv:2206.13431,Kinematic Variables and Feature Engineering for Particle Phenomenology,R. Franceschini et al.,2206.13431,2022,Energy | Theory,hep-ph,30,16,7.285571808510638,70.12104283054003,2,2,INSPIRE,https://inspirehep.net/literature/2101803
156,arxiv:2203.08079,PIP2-BD: GeV Proton Beam Dump at Fermilab's PIP-II Linac,M. Toups et al.,2203.08079,2022,Accelerator Science and Technology | Neutrinos | Rare Processes and Precision Measurements,hep-ex,32,12,7.26865671641791,71.14525139664804,3,3,INSPIRE,https://inspirehep.net/literature/2052914
157,arxiv:2203.08126,Recent Progress and Next Steps for the MATHUSLA LLP Detector,C. Alpigiani et al.,2203.08126,2022,Energy | Instrumentation,hep-ex,32,23,7.26865671641791,71.14525139664804,2,2,INSPIRE,https://inspirehep.net/literature/2052601
158,arxiv:2204.08605,Quantum Computing Hardware for HEP Algorithms and Sensing,M. S. Alam et al.,2204.08605,2022,Computational | Theory,quant-ph,31,15,7.193614993646761,70.47486033519553,2,2,INSPIRE,https://inspirehep.net/literature/2069448
159,arxiv:2203.08056,Machine Learning and Cosmology,C. Dvorkin et al.,2203.08056,2022,Cosmic | Computational,hep-ph,31,25,7.04151119402985,70.41899441340782,2,2,INSPIRE,https://inspirehep.net/literature/2052713
160,arxiv:2203.07258,Cosmology with Millimeter-Wave Line Intensity Mapping,K. S. Karkare et al.,2203.07258,2022,Cosmic,astro-ph.CO,31,18,7.037134866376631,70.3631284916201,1,1,INSPIRE,https://inspirehep.net/literature/2051189
161,arxiv:2205.02140,Prospects for the Measurement of Top-Quark Couplings,G. Durieux et al.,2205.02140,2022,Energy,hep-ph,30,17,7.033055198973042,69.78584729981378,1,1,INSPIRE,https://inspirehep.net/literature/2077199
162,arxiv:2203.06153,Symmetry Group Equivariant Architectures for Physics,A. Bogatskiy et al.,2203.06153,2022,Computational,cs.LG,31,23,7.024038461538461,70.25139664804469,1,1,INSPIRE,https://inspirehep.net/literature/2050183
163,arxiv:2205.15373,A Lattice QCD Perspective on Weak Decays of b and c Quarks,P. A. Boyle et al.,2205.15373,2022,Computational | Rare Processes and Precision Measurements | Theory,hep-lat,29,19,6.914001305483028,68.95716945996276,3,3,INSPIRE,https://inspirehep.net/literature/2089735
164,arxiv:2103.08623,A Lunar Farside Low Radio Frequency Array for Dark Ages 21-cm Cosmology,J. Burns et al.,2103.08623,2021,Cosmic,astro-ph.IM,37,32,6.849594526102383,72.87709497206703,1,1,INSPIRE,https://inspirehep.net/literature/1851911
165,arxiv:2203.08139,Numerical Relativity for Next-Generation Gravitational-Wave Probes of Fundamental Physics,F. Foucart et al.,2203.08139,2022,Cosmic | Computational,gr-qc,30,28,6.814365671641791,69.56238361266294,2,2,INSPIRE,https://inspirehep.net/literature/2052485
166,arxiv:2204.08943,Physics in the Tau-Charm Region at BESIII,H. B. Li et al.,2204.08943,2022,Rare Processes and Precision Measurements,hep-ex,29,22,6.733788938334393,68.78957169459963,1,1,INSPIRE,https://inspirehep.net/literature/2069262
167,arxiv:2204.00039,Lattice QCD and the Computational Frontier,P. Boyle et al.,2204.00039,2022,Computational | Theory,hep-lat,29,21,6.653423366834171,68.73370577281192,2,2,INSPIRE,https://inspirehep.net/literature/2061349
168,arxiv:2203.09076,C^3 Demonstration Research and Development Plan,E. A. Nanni et al.,2203.09076,2022,Accelerator Science and Technology | Community Engagement,physics.acc-ph,29,9,6.595423412204235,68.6778398510242,2,2,INSPIRE,https://inspirehep.net/literature/2054193
169,arxiv:2203.07462,Jets and Jet Substructure at Future Colliders,B. Nachman et al.,2203.07462,2022,Energy,hep-ph,29,19,6.583126165320074,68.59404096834264,1,1,INSPIRE,https://inspirehep.net/literature/2052458
170,arxiv:2203.07048,LHCb Future Dark-Sector Sensitivity Projections for Snowmass 2021,Daniel Craik et al.,2203.07048,2022,Energy | Rare Processes and Precision Measurements,hep-ph,29,26,6.583126165320074,68.59404096834264,2,2,INSPIRE,https://inspirehep.net/literature/2051164
171,arxiv:2203.11406,Muonium to Antimuonium Conversion,A.-Y. Bai et al.,2203.11406,2022,Rare Processes and Precision Measurements,hep-ph,28,22,6.383895131086143,67.66294227188082,1,1,INSPIRE,https://inspirehep.net/literature/2056869
172,arxiv:2203.07864,21cm Radiation as a Probe of Physics Across Cosmic Ages,A. Liu et al.,2203.07864,2022,Cosmic | Instrumentation,astro-ph.CO,28,27,6.360074626865671,67.60707635009311,2,2,INSPIRE,https://inspirehep.net/literature/2052539
173,arxiv:2203.07220,Rubin Observatory after LSST,B. Blum et al.,2203.07220,2022,Cosmic,astro-ph.CO,28,21,6.356121814791796,67.55121042830541,1,1,INSPIRE,https://inspirehep.net/literature/2051310
174,arxiv:2203.06037,Directional Detection of Dark Matter Using Solid-State Quantum Sensing,R. Ebadi et al.,2203.06037,2022,Cosmic | Instrumentation,physics.ins-det,28,23,6.344292803970223,67.4953445065177,2,2,INSPIRE,https://inspirehep.net/literature/2050075
175,arxiv:2203.05505,Testing Lepton Flavor Universality and CKM Unitarity with Rare Pion Decays in the PIONEER experiment,W. Altmannshofer et al. (PIONEER Collaboration),2203.05505,2022,Rare Processes and Precision Measurements,hep-ex,28,16,6.340359578425294,67.43947858472998,1,1,INSPIRE,https://inspirehep.net/literature/2049578
176,arxiv:2205.01799,Observational Signatures of Quantum Gravity,K. M. Zurek et al.,2205.01799,2022,Cosmic | Theory,gr-qc,27,15,6.325689544579858,66.73184357541899,2,2,INSPIRE,https://inspirehep.net/literature/2077177
177,arxiv:2204.13394,Searches for New Physics with High-Intensity Kaon Beams,"KOTO, LHCb, NA62/KLEVER Collaborations, the US Kaon Interest Group.",2204.13394,2022,Rare Processes and Precision Measurements,hep-ex,27,26,6.305466751918158,66.67597765363128,1,1,INSPIRE,https://inspirehep.net/literature/2074136
178,arxiv:2206.11331,Rare Decays of b and c Hadrons,"W. Altmannshofer, F. Archilli.",2206.11331,2022,Rare Processes and Precision Measurements,hep-ph,26,19,6.29324055666004,66.22905027932961,1,1,INSPIRE,https://inspirehep.net/literature/2099988
179,arxiv:2201.11696,Hamiltonian Truncation,A. L. Fitzpatrick et al.,2201.11696,2022,Theory,hep-th,28,25,6.179456193353475,67.21601489757916,1,1,INSPIRE,https://inspirehep.net/literature/2020682
180,arxiv:2203.06240,Cosmic Frontier: Fundamental Physics and Beyond the Standard Model,E. Berti et al.,2203.06240,2022,Cosmic | Theory,hep-ph,27,22,6.117710918114144,66.50837988826815,2,2,INSPIRE,https://inspirehep.net/literature/2051112
181,arxiv:2204.04200,Computational Challenges for Multi-Loop Collider Phenomenology,F. Febres Cordero et al.,2204.04200,2022,Computational | Theory,hep-ph,26,21,5.995265151515151,66.06145251396647,2,2,INSPIRE,https://inspirehep.net/literature/2064884
182,arxiv:2202.02222,Portal Matter and Dark Sector Phenomenology at Colliders,T. G. Rizzo.,2202.02222,2022,Cosmic | Energy | Theory,hep-ph,27,14,5.987704918032787,66.39664804469274,3,3,INSPIRE,https://inspirehep.net/literature/2027816
183,arxiv:1906.02693,FCC-ee: Your Questions Answered,A. Blondel et al.,1906.02693,2019,Accelerator Science and Technology | Energy | Neutrinos | Rare Processes and Precision Measurements | Theory,hep-ph,42,25,5.852918733307898,73.05400372439479,5,5,INSPIRE,https://inspirehep.net/literature/1738661
184,arxiv:2203.07214,High Energy Physics Opportunities Using Reactor Antineutrinos,O. A. Akindele et al.,2203.07214,2022,Neutrinos,hep-ex,25,8,5.675108763206961,65.38175046554935,1,1,INSPIRE,https://inspirehep.net/literature/2051194
185,arxiv:2203.07360,The Future of Gamma-Ray Experiments in the MeV-EeV Range,K. Engel et al.,2203.07360,2022,Cosmic,astro-ph.HE,25,17,5.675108763206961,65.38175046554935,1,1,INSPIRE,https://inspirehep.net/literature/2051642
186,arxiv:2203.07252,Vera C. Rubin Observatory as a Flagship Dark Matter Experiment,Y.-Y. Mao et al.,2203.07252,2022,Cosmic,hep-ex,25,10,5.675108763206961,65.38175046554935,1,1,INSPIRE,https://inspirehep.net/literature/2051169
187,arxiv:2203.06281,A Gaseous Argon-Based Near Detector to Enhance the Physics Capabilities of DUNE,A. Abed Abud et al.,2203.06281,2022,Instrumentation | Neutrinos,hep-ex,25,6,5.6645471464019845,65.27001862197393,2,2,INSPIRE,https://inspirehep.net/literature/2050940
188,arxiv:2105.12962,Physics Reach of a Long-Lived Particle Detector at Belle II,S. Dreyer et al.,2105.12962,2021,Rare Processes and Precision Measurements,hep-ph,29,21,5.574868421052631,67.56052141527002,1,1,INSPIRE,https://inspirehep.net/literature/1865781
189,arxiv:2203.07545,Neutrinos from Stored Muons (nuSTORM),L. Alvarez Ruso et al. (nuSTORM Collaboration),2203.07545,2022,Neutrinos | Rare Processes and Precision Measurements,hep-ex,24,21,5.448104412678682,64.60893854748603,2,2,INSPIRE,https://inspirehep.net/literature/2052496
190,arxiv:2203.07351,WIMP Dark Matter at High Energy Muon Colliders,T. Han et al.,2203.07351,2022,Accelerator Science and Technology | Cosmic | Energy | Theory,hep-ph,24,19,5.448104412678682,64.60893854748603,4,4,INSPIRE,https://inspirehep.net/literature/2051665
191,arxiv:2207.02882,Cosmogenic Dark Matter and Exotic Particle Searches in Neutrino Experiments,J. Berger et al.,2207.02882,2022,Neutrinos,hep-ph,22,16,5.374916387959867,62.960893854748605,1,1,INSPIRE,https://inspirehep.net/literature/2107154
192,arxiv:2111.03096,Comparison of SUSY Spectra Generators for Natural SUSY and String Landscape Predictions,H. Baer et al.,2111.03096,2021,Energy,hep-ph,25,10,5.250862564692352,64.99068901303538,1,1,INSPIRE,https://inspirehep.net/literature/1961516
193,arxiv:2203.11298,Neutrino Scattering Measurements on Hydrogen and Deuterium,L. Alvarez Ruso et al.,2203.11298,2022,Neutrinos | Theory,hep-ex,23,14,5.243913857677903,63.63128491620111,2,2,INSPIRE,https://inspirehep.net/literature/2056721
194,arxiv:2203.07799,Superconducting Detector Magnets for High Energy Physics,M. Mentink et al.,2203.07799,2022,Accelerator Science and Technology,physics.ins-det,23,21,5.224347014925373,63.54748603351955,1,1,INSPIRE,https://inspirehep.net/literature/2052783
195,arxiv:2203.08324,The Heavy Photon Search Experiment,N. Baltzell et al.,2203.08324,2022,Rare Processes and Precision Measurements,hep-ex,23,18,5.224347014925373,63.54748603351955,1,1,INSPIRE,https://inspirehep.net/literature/2053794
196,arxiv:2203.07624,Implications of Quantum Gravity for Particle Physics,P. Draper et al.,2203.07624,2022,Theory,hep-ph,23,18,5.221100062150404,63.40782122905028,1,1,INSPIRE,https://inspirehep.net/literature/2052397
197,arxiv:2203.07091,Quantum Computing Systems and Software for High-energy Physics Research,T. S. Humble et al.,2203.07091,2022,Computational,quant-ph,23,19,5.221100062150404,63.40782122905028,1,1,INSPIRE,https://inspirehep.net/literature/2051498
198,arxiv:2203.07501,SoLAr: Solar Neutrinos in Liquid Argon,S. Para et al.,2203.07501,2022,Neutrinos,hep-ex,23,6,5.221100062150404,63.40782122905028,1,1,INSPIRE,https://inspirehep.net/literature/2052409
199,arxiv:2207.01851,Lepton-Flavor Violation and Lepton-Flavor-Universality Violation in b and c Decays,"D. Guadagnoli, P. Koppenburg.",2207.01851,2022,Rare Processes and Precision Measurements,hep-ph,21,21,5.127172459893049,61.927374301675975,1,1,INSPIRE,https://inspirehep.net/literature/2106084
200,arxiv:2203.15954,Probing dark matter with small-scale astrophysical observations,R. Brito et al.,2203.15954,2022,Cosmic,hep-ph,22,15,5.041091593475533,62.45810055865921,1,1,INSPIRE,https://inspirehep.net/literature/2060148
201,external:https://cds.cern.ch/record/2806113,Future Physics Potential of LHCb,LHCb Collaboration.,,2022,Instrumentation | Rare Processes and Precision Measurements,,23,22,4.997471743010113,63.184357541899445,2,2,INSPIRE-CDS,https://inspirehep.net/literature/2071541
202,arxiv:2204.02280,Opportunities for Precision QCD Physics in Hadronization at Belle II,A. Accardi et al.,2204.02280,2022,Energy,hep-ex,21,11,4.833175803402646,61.75977653631284,1,1,INSPIRE,https://inspirehep.net/literature/2063309
203,arxiv:2203.07049,Cosmological Simulations for Dark Matter Physics,A. Banerjee et al.,2203.07049,2022,Cosmic,astro-ph.CO,21,8,4.767091361093847,61.70391061452514,1,1,INSPIRE,https://inspirehep.net/literature/2051170
204,arxiv:2203.04902,Tensor Networks for High Energy Physics,Y. Meurice et al.,2203.04902,2022,Computational | Theory,hep-lat,21,17,4.752323420074349,61.64804469273743,2,2,INSPIRE,https://inspirehep.net/literature/2048957
205,arxiv:2202.06890,"Infrared Properties of Quantum Gravity: UV/IR Mixing, Gravitizing the Quantum – Theory and Observation",P. Berglund et al.,2202.06890,2022,Theory,hep-th,21,11,4.6855528405620035,61.592178770949715,1,1,INSPIRE,https://inspirehep.net/literature/2032186
206,arxiv:2111.12119,Event-Based Anomaly Detection for New Physics Searches at the LHC using Machine Learning,S. V. Chekanov et al.,2111.12119,2021,Computational | Energy,hep-ph,22,15,4.671802325581395,62.12290502793296,2,2,INSPIRE,https://inspirehep.net/literature/1975588
207,arxiv:2204.13245,Positron Sources for Future High Energy Physics Colliders,P. Musumeci et al.,2204.13245,2022,Accelerator Science and Technology,physics.acc-ph,20,13,4.667731629392971,60.50279329608938,1,1,INSPIRE,https://inspirehep.net/literature/2074254
208,arxiv:2204.02536,Next-Generation Superconducting RF Technology based on Advanced Thin Film Technologies and Innovative Materials for Accelerator Enhanced Performance and Energy Reach,A.- M. Valente-Feliciano et al.,2204.02536,2022,Accelerator Science and Technology,physics.acc-ph,20,12,4.6030245746691865,60.44692737430167,1,1,INSPIRE,https://inspirehep.net/literature/2064088
209,arxiv:2203.10998,Discovering New Physics in Rare Kaon Decays,T. Blum et al.,2203.10998,2022,Computational | Rare Processes and Precision Measurements | Theory,hep-lat,20,13,4.559925093632959,60.391061452513966,3,3,INSPIRE,https://inspirehep.net/literature/2055552
210,arxiv:2203.10057,"Data and Analysis Preservation, Recasting, and Reinterpretation",S. Bailey et al.,2203.10057,2022,Computational | Theory,hep-ph,20,5,4.5514018691588785,60.33519553072625,2,2,INSPIRE,https://inspirehep.net/literature/2054747
211,arxiv:2203.09202,Performance of the LHC Injector Chain after the Upgrade and Potential Development,"H. Bartosik, G. Rumolo.",2203.09202,2022,Accelerator Science and Technology,physics.acc-ph,20,19,4.548567870485679,60.279329608938546,1,1,INSPIRE,https://inspirehep.net/literature/2054372
212,arxiv:2203.07987,Study Overview for Super Proton-Proton Collider,J. Tang et al.,2203.07987,2022,Accelerator Science and Technology,hep-ex,20,15,4.5429104477611935,60.195530726256976,1,1,INSPIRE,https://inspirehep.net/literature/2052529
213,arxiv:2203.08053,The Quest to Define QFT,M. Dedushenko.,2203.08053,2022,Theory,hep-th,20,20,4.5429104477611935,60.195530726256976,1,1,INSPIRE,https://inspirehep.net/literature/2052407
214,arxiv:2203.07623,Calibrations and Backgrounds for Dark Matter Direct Detection,D. Baxter et al.,2203.07623,2022,Cosmic,hep-ex,20,12,4.540087010565569,60.11173184357541,1,1,INSPIRE,https://inspirehep.net/literature/2052575
215,arxiv:2112.12593,Nu Tools: Exploring Practical Roles for Neutrinos in Nuclear Energy and Security,O. A. Akindele et al.,2112.12593,2021,Neutrinos,hep-ph,21,14,4.530567040756054,61.03351955307262,1,1,INSPIRE,https://inspirehep.net/literature/1996507
216,arxiv:2107.01252,Higgs Portal Vector Dark Matter Interpretation: Review of Effective Field Theory Approach and Ultraviolet Complete Models,M. Zaazoua et al.,2107.01252,2021,Cosmic | Energy,hep-ph,23,17,4.506840128755365,62.3463687150838,2,2,INSPIRE,https://inspirehep.net/literature/1876592
217,arxiv:2202.07163,Bootstrapping String Theory,R. Gopakumar et al.,2202.07163,2022,Theory,hep-th,20,18,4.4624312767257175,59.94413407821229,1,1,INSPIRE,https://inspirehep.net/literature/2032817
218,arxiv:2203.08026,Some Open Questions in Axion Theory,P. Agrawal et al.,2203.08026,2022,Theory,hep-ph,19,14,4.315764925373134,59.10614525139665,1,1,INSPIRE,https://inspirehep.net/literature/2052430
219,arxiv:2203.06771,Theoretical Developments in the SMEFT at Dimension-8 and Beyond,S. Alioli et al.,2203.06771,2022,Theory,hep-ph,19,13,4.310403726708074,59.05027932960894,1,1,INSPIRE,https://inspirehep.net/literature/2051226
220,arxiv:2202.12839,Theia: Summary of physics program,M. Askins et al.,2202.12839,2022,Instrumentation | Neutrinos | Underground Facilities and Infrastructure,hep-ex,19,12,4.267988929889299,58.99441340782123,3,3,INSPIRE,https://inspirehep.net/literature/2039010
