paper_id,record_id,title,authors_as_listed,source_url,source_version,source_version_url,source_license,source_license_url,license_evidence_url,permits_adaptation,permits_commercial_reuse,license_decision,license_evidence,license_checked_at,translation_status,translation_license,machine_model,human_reviewers,frontiers,topics,notes
arXiv:2205.12198,arxiv:2205.12198,Exotic Higgs Decays in the Type-II 2HDMs at Current and Future pp Colliders,F. Kling et al.,https://arxiv.org/abs/2205.12198,v1,https://arxiv.org/abs/2205.12198v1,ARXIV-NONEXCLUSIVE-DISTRIB-1.0,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,,,hold-manual-license-review,arxiv_abs_page,2026-08-09T05:48:14+00:00,not-started,,,,EF | TF,EF: Higgs Boson as a Portal to New Physics | TF: Collider Phenomenology,Manual source-license review is required before publishing a full translation.
arXiv:2203.08330,arxiv:2203.08330,Expected Sensitivity to Invisible Higgs Boson Decays at the ILC with the SiD Detector,C. Potter et al.,https://arxiv.org/abs/2203.08330,v2,https://arxiv.org/abs/2203.08330v2,ARXIV-NONEXCLUSIVE-DISTRIB-1.0,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,,,hold-manual-license-review,arxiv_abs_page,2026-08-09T05:48:13+00:00,not-started,,,,EF,EF: Higgs Boson Properties and Couplings,Manual source-license review is required before publishing a full translation.
arXiv:2203.07089,arxiv:2203.07089,"Experimental Searches for Muon to Electron Conversion in a Nucleus: COMET, DeeMe, and Mu2e",S. Middleton et al.,https://arxiv.org/abs/2203.07089,v1,https://arxiv.org/abs/2203.07089v1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/licenses/by/4.0/,True,True,eligible-after-attribution-check,arxiv_abs_page,2026-08-09T05:52:02+00:00,not-started,,,,RPF,RPF: Charged Lepton Flavor Violation,Adaptation is indicated by the source license; preserve attribution and all license conditions.
arXiv:2206.06632,arxiv:2206.06632,Explainable AI for High Energy Physics,M. S. Neubauer et al.,https://arxiv.org/abs/2206.06632,v1,https://arxiv.org/abs/2206.06632v1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/licenses/by/4.0/,True,True,eligible-after-attribution-check,arxiv_abs_page,2026-08-09T05:48:17+00:00,not-started,,,,CompF,CompF: Machine Learning,Adaptation is indicated by the source license; preserve attribution and all license conditions.
arXiv:2207.06905,arxiv:2207.06905,Exploring Dark Sector Portals with High Intensity Experiments,B. Batell et al.,https://arxiv.org/abs/2207.06905,v3,https://arxiv.org/abs/2207.06905v3,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/licenses/by/4.0/,True,True,eligible-after-attribution-check,arxiv_abs_page,2026-08-09T05:48:14+00:00,not-started,,,,CF | RPF | TF,CF: Dark Matter: Particle-like | RPF: Dark Sector Studies at High Intensities | TF: Astro-Particle Physics and Cosmology,Adaptation is indicated by the source license; preserve attribution and all license conditions.
arXiv:2203.11665,arxiv:2203.11665,Facilitating Non-HEP Career Transition,S. Malik et al.,https://arxiv.org/abs/2203.11665,v2,https://arxiv.org/abs/2203.11665v2,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/licenses/by/4.0/,True,True,eligible-after-attribution-check,arxiv_abs_page,2026-08-09T05:48:13+00:00,not-started,,,,CEF,CEF: Career Pipeline and Development,Adaptation is indicated by the source license; preserve attribution and all license conditions.
arXiv:2203.15062,arxiv:2203.15062,Fast (Optical) Links”,M. Newcomer et al.,https://arxiv.org/abs/2203.15062,v1,https://arxiv.org/abs/2203.15062v1,ARXIV-NONEXCLUSIVE-DISTRIB-1.0,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,,,hold-manual-license-review,arxiv_abs_page,2026-08-09T05:48:19+00:00,not-started,,,,IF,IF: Electronics and ASICs,Manual source-license review is required before publishing a full translation.
arXiv:2203.06253,arxiv:2203.06253,Fast Cycling HTS Based Superconducting Accelerator Magnets: Feasibility Study and Readiness Demonstration Program Driven by Neutrino Physics and Muon Collider Needs,H. Piekarz et al.,https://arxiv.org/abs/2203.06253,v1,https://arxiv.org/abs/2203.06253v1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/licenses/by/4.0/,True,True,eligible-after-attribution-check,arxiv_abs_page,2026-08-09T05:48:18+00:00,not-started,,,,AF,AF: Accelerator Technology - Magnets,Adaptation is indicated by the source license; preserve attribution and all license conditions.
arXiv:2203.08554,arxiv:2203.08554,Fast Timing With Silicon Carbide Low Gain Avalanche Detectors,P. Barletta et al.,https://arxiv.org/abs/2203.08554,v1,https://arxiv.org/abs/2203.08554v1,ARXIV-NONEXCLUSIVE-DISTRIB-1.0,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,,,hold-manual-license-review,arxiv_abs_page,2026-08-09T05:48:18+00:00,not-started,,,,IF,IF: Solid State Detectors and Tracking,Manual source-license review is required before publishing a full translation.
arXiv:1906.02693,arxiv:1906.02693,FCC-ee: Your Questions Answered,A. Blondel et al.,https://arxiv.org/abs/1906.02693,v1,https://arxiv.org/abs/1906.02693v1,ARXIV-NONEXCLUSIVE-DISTRIB-1.0,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,,,hold-manual-license-review,arxiv_abs_page,2026-08-09T05:48:16+00:00,not-started,,,,AF | EF | NF | RPF | TF,AF: Accelerators for Electroweak and Higgs | EF: General - centered on this frontier | NF: General - cross-listed | RPF: General - cross-listed | TF: General - cross-listed,Manual source-license review is required before publishing a full translation.
arXiv:2203.07551,arxiv:2203.07551,Fe-Based High Field Superconductors for Cost-Effective Future Accelerator Magnets,F. Kametani et al.,https://arxiv.org/abs/2203.07551,v3,https://arxiv.org/abs/2203.07551v3,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/licenses/by/4.0/,True,True,eligible-after-attribution-check,arxiv_abs_page,2026-08-09T05:48:22+00:00,not-started,,,,AF,AF: Accelerator Technology - Magnets,Adaptation is indicated by the source license; preserve attribution and all license conditions.
arXiv:2204.00701,arxiv:2204.00701,Feedback and Control Systems for Future Linear Colliders,D. Filippetto et al.,https://arxiv.org/abs/2204.00701,v2,https://arxiv.org/abs/2204.00701v2,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/licenses/by/4.0/,True,True,eligible-after-attribution-check,arxiv_abs_page,2026-08-09T05:48:17+00:00,not-started,,,,AF,AF: Accelerator Technology - RF,Adaptation is indicated by the source license; preserve attribution and all license conditions.
arXiv:2203.08309,arxiv:2203.08309,Fiber-Optic Diagnostic System for Future Accelerator Magnets,M. Baldini et al.,https://arxiv.org/abs/2203.08309,v1,https://arxiv.org/abs/2203.08309v1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/licenses/by/4.0/,True,True,eligible-after-attribution-check,arxiv_abs_page,2026-08-09T05:48:23+00:00,not-started,,,,AF,AF: Accelerator Technology - Magnets,Adaptation is indicated by the source license; preserve attribution and all license conditions.
arXiv:2203.07726,arxiv:2203.07726,Flavor Model Building,"W. Altmannshofer, J. Zupan",https://arxiv.org/abs/2203.07726,v5,https://arxiv.org/abs/2203.07726v5,ARXIV-NONEXCLUSIVE-DISTRIB-1.0,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,,,hold-manual-license-review,arxiv_abs_page,2026-08-09T05:48:18+00:00,not-started,,,,TF,TF: Beyond-Standard-Model Model Building,Manual source-license review is required before publishing a full translation.
arXiv:2203.07339,arxiv:2203.07339,FNAL PIP-II Accumulator Ring,W. Pellico et al.,https://arxiv.org/abs/2203.07339,v2,https://arxiv.org/abs/2203.07339v2,ARXIV-NONEXCLUSIVE-DISTRIB-1.0,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,,,hold-manual-license-review,arxiv_abs_page,2026-08-09T05:48:18+00:00,not-started,,,,AF,AF: Accelerators for Rare Processes and Physics Beyond Colliders,Manual source-license review is required before publishing a full translation.
arXiv:2203.08129,arxiv:2203.08129,"Forward Physics, BFKL, Saturation Physics and Diffraction",M. Hentschinski et al.,https://arxiv.org/abs/2203.08129,v3,https://arxiv.org/abs/2203.08129v3,ARXIV-NONEXCLUSIVE-DISTRIB-1.0,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,,,hold-manual-license-review,arxiv_abs_page,2026-08-09T05:48:25+00:00,not-started,,,,EF,EF: QCD and Strong Interactions - Hadronic Structure and Forward QCD Processes,Manual source-license review is required before publishing a full translation.
arXiv:2207.10618,arxiv:2207.10618,"Frontiers of Quantum Gravity: Shared Challenges, Converging Directions",J. de Boer et al.,https://arxiv.org/abs/2207.10618,v1,https://arxiv.org/abs/2207.10618v1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/licenses/by/4.0/,True,True,eligible-after-attribution-check,arxiv_abs_page,2026-08-09T05:48:19+00:00,not-started,,,,CF | TF,"CF: Cosmic Probes of Fundamental Physics | TF: String Theory, Quantum Gravity, and Black Holes",Adaptation is indicated by the source license; preserve attribution and all license conditions.
arXiv:2203.07088,arxiv:2203.07088,Functions Beyond Multiple Polylogarithms for Precision Collider Physics,J. L. Bourjaily et al.,https://arxiv.org/abs/2203.07088,v1,https://arxiv.org/abs/2203.07088v1,ARXIV-NONEXCLUSIVE-DISTRIB-1.0,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,,,hold-manual-license-review,arxiv_abs_page,2026-08-09T05:48:21+00:00,not-started,,,,TF,TF: Scattering Amplitudes,Manual source-license review is required before publishing a full translation.
arXiv:2203.07479,arxiv:2203.07479,Future Advances in Photon-Based Neutrino Detectors,J. R. Klein et al.,https://arxiv.org/abs/2203.07479,v1,https://arxiv.org/abs/2203.07479v1,CC-BY-NC-SA-4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://creativecommons.org/licenses/by-nc-sa/4.0/,True,False,eligible-noncommercial-only-after-sharealike-check,arxiv_abs_page,2026-08-09T05:48:20+00:00,not-started,,,,IF | NF,IF: Photon Detectors | NF: Neutrino Detectors,Adaptation is indicated by the source license; preserve attribution and all license conditions.
arXiv:2203.07804,arxiv:2203.07804,Future Circular Hadron Collider FCC-hh: Overview and Status,M. Benedikt et al.,https://arxiv.org/abs/2203.07804,v1,https://arxiv.org/abs/2203.07804v1,ARXIV-NONEXCLUSIVE-DISTRIB-1.0,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,,,hold-manual-license-review,arxiv_abs_page,2026-08-09T05:48:29+00:00,not-started,,,,AF,AF: Multi-TeV Colliders,Manual source-license review is required before publishing a full translation.
arXiv:2203.08310,arxiv:2203.08310,Future Circular Lepton Collider FCC-ee: Overview and Status,I. Agapov et al.,https://arxiv.org/abs/2203.08310,v1,https://arxiv.org/abs/2203.08310v1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/licenses/by/4.0/,True,True,eligible-after-attribution-check,arxiv_abs_page,2026-08-09T05:48:21+00:00,not-started,,,,AF,AF: Accelerators for Electroweak and Higgs,Adaptation is indicated by the source license; preserve attribution and all license conditions.
arXiv:2203.08088,arxiv:2203.08088,Future Collider Options for the US,P. C. Bhat,https://arxiv.org/abs/2203.08088,v1,https://arxiv.org/abs/2203.08088v1,ARXIV-NONEXCLUSIVE-DISTRIB-1.0,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,,,hold-manual-license-review,arxiv_abs_page,2026-08-09T05:48:22+00:00,not-started,,,,AF | EF | TF,AF: General - centered on this frontier | EF: General - centered on this frontier | TF: General - cross-listed,Manual source-license review is required before publishing a full translation.
arXiv:2203.08228,arxiv:2203.08228,Future Gravitational-Wave Detector Facilities,S. W. Ballmer et al.,https://arxiv.org/abs/2203.08228,v2,https://arxiv.org/abs/2203.08228v2,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/licenses/by/4.0/,True,True,eligible-after-attribution-check,arxiv_abs_page,2026-08-09T05:48:23+00:00,not-started,,,,CF,CF: Cosmic Probes of Fundamental Physics,Adaptation is indicated by the source license; preserve attribution and all license conditions.
external:https://cds.cern.ch/record/2806113,external:https://cds.cern.ch/record/2806113,Future Physics Potential of LHCb,LHCb Collaboration.,https://cds.cern.ch/record/2806113,,,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,https://www.slac.stanford.edu/econf/C210711/papers/CDS-2806113.pdf,True,True,eligible-after-attribution-check,official_pdf_first_page,2026-08-09T06:35:11+00:00,not-started,,,,IF | RPF,IF: General - cross-listed | RPF: General - centered on this frontier,PDF first page states: © 2022 CERN for the benefit of the LHCb collaboration. CC-BY-4.0 licence.
arXiv:2203.06799,arxiv:2203.06799,Future Prospects for Parton Showers,N. Darvishi et al.,https://arxiv.org/abs/2203.06799,v3,https://arxiv.org/abs/2203.06799v3,ARXIV-NONEXCLUSIVE-DISTRIB-1.0,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,,,hold-manual-license-review,arxiv_abs_page,2026-08-09T05:48:22+00:00,not-started,,,,TF,TF: Theory Techniques for Precision Physics,Manual source-license review is required before publishing a full translation.
arXiv:2107.06021,arxiv:2107.06021,Future searches for SUSY at the LHC post Fermilab (g−2)_μ,A. Aboubrahim et al.,https://arxiv.org/abs/2107.06021,v2,https://arxiv.org/abs/2107.06021v2,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/licenses/by/4.0/,True,True,eligible-after-attribution-check,arxiv_abs_page,2026-08-09T05:48:26+00:00,not-started,,,,EF | TF,EF: Beyond the Standard Model - Model Specific Explorations | TF: Collider Phenomenology,Adaptation is indicated by the source license; preserve attribution and all license conditions.
arXiv:2205.09545,arxiv:2205.09545,Generalized Symmetries in Quantum Field Theory and Beyond,C. Cordova et al.,https://arxiv.org/abs/2205.09545,v1,https://arxiv.org/abs/2205.09545v1,ARXIV-NONEXCLUSIVE-DISTRIB-1.0,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,,,hold-manual-license-review,arxiv_abs_page,2026-08-09T05:48:31+00:00,not-started,,,,TF,TF: Conformal Field Theory and Formal Quantum Field Theory,Manual source-license review is required before publishing a full translation.
arXiv:2203.07883,arxiv:2203.07883,Global Fit of 2HDM with Future Collider Results,A. Beniwal et al.,https://arxiv.org/abs/2203.07883,v1,https://arxiv.org/abs/2203.07883v1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/licenses/by/4.0/,True,True,eligible-after-attribution-check,arxiv_abs_page,2026-08-09T05:48:25+00:00,not-started,,,,EF,EF: Beyond the Standard Model - Model Specific Explorations,Adaptation is indicated by the source license; preserve attribution and all license conditions.
arXiv:2206.08326,arxiv:2206.08326,Global SMEFT Fits at Future Colliders,J. de Blas et al.,https://arxiv.org/abs/2206.08326,v5,https://arxiv.org/abs/2206.08326v5,ARXIV-NONEXCLUSIVE-DISTRIB-1.0,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,,,hold-manual-license-review,arxiv_abs_page,2026-08-09T05:48:26+00:00,not-started,,,,EF,EF: Electroweak Precision Physics and Constraining New Physics,Manual source-license review is required before publishing a full translation.
arXiv:2203.01396,arxiv:2203.01396,Good Things to do with Extra Higgs Doublets,H. Davoudiasl et al.,https://arxiv.org/abs/2203.01396,v1,https://arxiv.org/abs/2203.01396v1,ARXIV-NONEXCLUSIVE-DISTRIB-1.0,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,,,hold-manual-license-review,arxiv_abs_page,2026-08-09T05:48:25+00:00,not-started,,,,EF,EF: Higgs Boson as a Portal to New Physics,Manual source-license review is required before publishing a full translation.
arXiv:2203.12852,arxiv:2203.12852,"Graph Neural Networks in Particle Physics: Implementations, Innovations, and Challenges",S. Thais et al.,https://arxiv.org/abs/2203.12852,v2,https://arxiv.org/abs/2203.12852v2,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/licenses/by/4.0/,True,True,eligible-after-attribution-check,arxiv_abs_page,2026-08-09T05:48:26+00:00,not-started,,,,CompF,CompF: Machine Learning,Adaptation is indicated by the source license; preserve attribution and all license conditions.
arXiv:2204.05194,arxiv:2204.05194,Gravitational Waves and Scattering Amplitudes,A. Buonanno et al.,https://arxiv.org/abs/2204.05194,v1,https://arxiv.org/abs/2204.05194v1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/licenses/by/4.0/,True,True,eligible-after-attribution-check,arxiv_abs_page,2026-08-09T05:48:30+00:00,not-started,,,,CF | TF,CF: Cosmic Probes of Fundamental Physics | TF: Scattering Amplitudes,Adaptation is indicated by the source license; preserve attribution and all license conditions.
arXiv:2203.07141,arxiv:2203.07141,Hadron Spectroscopy at STCF,F. K. Guo et al.,https://arxiv.org/abs/2203.07141,v2,https://arxiv.org/abs/2203.07141v2,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/licenses/by/4.0/,True,True,eligible-after-attribution-check,arxiv_abs_page,2026-08-09T05:48:31+00:00,not-started,,,,RPF,RPF: Hadron Spectroscopy,Adaptation is indicated by the source license; preserve attribution and all license conditions.
arXiv:2203.08290,arxiv:2203.08290,Hadron Spectroscopy in Photoproduction,M. Albaladejo et al.,https://arxiv.org/abs/2203.08290,v2,https://arxiv.org/abs/2203.08290v2,ARXIV-NONEXCLUSIVE-DISTRIB-1.0,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,,,hold-manual-license-review,arxiv_abs_page,2026-08-09T05:48:37+00:00,not-started,,,,RPF,RPF: Hadron Spectroscopy,Manual source-license review is required before publishing a full translation.
arXiv:2203.03230,arxiv:2203.03230,Hadron Spectroscopy with Lattice QCD,J. Bulava et al.,https://arxiv.org/abs/2203.03230,v2,https://arxiv.org/abs/2203.03230v2,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/licenses/by/4.0/,True,True,eligible-after-attribution-check,arxiv_abs_page,2026-08-09T05:48:28+00:00,not-started,,,,RPF | TF,RPF: Hadron Spectroscopy | TF: Lattice Gauge Theory,Adaptation is indicated by the source license; preserve attribution and all license conditions.
arXiv:2201.11696,arxiv:2201.11696,Hamiltonian Truncation,A. L. Fitzpatrick et al.,https://arxiv.org/abs/2201.11696,v1,https://arxiv.org/abs/2201.11696v1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/licenses/by/4.0/,True,True,eligible-after-attribution-check,arxiv_abs_page,2026-08-09T05:48:28+00:00,not-started,,,,TF,TF: Conformal Field Theory and Formal Quantum Field Theory,Adaptation is indicated by the source license; preserve attribution and all license conditions.
arXiv:2203.06705,arxiv:2203.06705,Heavy Neutral Lepton Searches at the Electron-Ion Collider,B. Batell et al.,https://arxiv.org/abs/2203.06705,v3,https://arxiv.org/abs/2203.06705v3,ARXIV-NONEXCLUSIVE-DISTRIB-1.0,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,,,hold-manual-license-review,arxiv_abs_page,2026-08-09T05:48:29+00:00,not-started,,,,EF | NF | RPF,EF: QCD and Strong Interactions - Heavy Ions | NF: Sterile Neutrinos | RPF: Baryon and Lepton Number Violation,Manual source-license review is required before publishing a full translation.
arXiv:2202.06703,arxiv:2202.06703,Heavy Neutrinos at Future Linear e+e− Colliders,K. Mękała et al.,https://arxiv.org/abs/2202.06703,v2,https://arxiv.org/abs/2202.06703v2,CC-BY-NC-ND-4.0,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://creativecommons.org/licenses/by-nc-nd/4.0/,False,False,hold-no-public-adaptation,arxiv_abs_page,2026-08-09T05:48:34+00:00,not-started,,,,EF | NF,EF: Beyond the Standard Model - Model Specific Explorations | NF: Neutrinos Beyond the Standard Model,Manual source-license review is required before publishing a full translation.
arXiv:2203.07237,arxiv:2203.07237,HEP Computing Collaborations for the Challenges of the Next Decade,S. Campana et al.,https://arxiv.org/abs/2203.07237,v1,https://arxiv.org/abs/2203.07237v1,ARXIV-NONEXCLUSIVE-DISTRIB-1.0,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,,,hold-manual-license-review,arxiv_abs_page,2026-08-09T05:48:35+00:00,not-started,,,,CompF,CompF: General - centered on this frontier:,Manual source-license review is required before publishing a full translation.
arXiv:2106.06494,arxiv:2106.06494,Hidden Sectors and a Multi-Temperature Universe,A. Aboubrahim et al.,https://arxiv.org/abs/2106.06494,v1,https://arxiv.org/abs/2106.06494v1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/licenses/by/4.0/,True,True,eligible-after-attribution-check,arxiv_abs_page,2026-08-09T05:48:31+00:00,not-started,,,,CF | TF,CF: Dark Matter: Particle-like | TF: Beyond-Standard-Model Model Building,Adaptation is indicated by the source license; preserve attribution and all license conditions.
arXiv:2202.08273,arxiv:2202.08273,Higgs Boson Decay to Charmonia via c-Quark Fragmentation,T. Han et al.,https://arxiv.org/abs/2202.08273,v2,https://arxiv.org/abs/2202.08273v2,ARXIV-NONEXCLUSIVE-DISTRIB-1.0,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,,,hold-manual-license-review,arxiv_abs_page,2026-08-09T05:48:34+00:00,not-started,,,,EF | TF,EF: Higgs Boson Properties and Couplings | TF: Collider Phenomenology,Manual source-license review is required before publishing a full translation.
arXiv:2203.09512,arxiv:2203.09512,Higgs Coupling Sensitivities and Model-Independent Bounds on the Scale of New Physics,F. Abu-Ajamieh et al.,https://arxiv.org/abs/2203.09512,v2,https://arxiv.org/abs/2203.09512v2,ARXIV-NONEXCLUSIVE-DISTRIB-1.0,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,,,hold-manual-license-review,arxiv_abs_page,2026-08-09T05:48:32+00:00,not-started,,,,EF,EF: Higgs Boson as a Portal to New Physics,Manual source-license review is required before publishing a full translation.
arXiv:2203.06164,arxiv:2203.06164,Higgs Factory Considerations,J. A. Bagger et al.,https://arxiv.org/abs/2203.06164,v2,https://arxiv.org/abs/2203.06164v2,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/licenses/by/4.0/,True,True,eligible-after-attribution-check,arxiv_abs_page,2026-08-09T05:48:32+00:00,not-started,,,,AF | EF,AF: General - centered on this frontier | EF: General - centered on this frontier,Adaptation is indicated by the source license; preserve attribution and all license conditions.
arXiv:2107.01252,arxiv:2107.01252,Higgs Portal Vector Dark Matter Interpretation: Review of Effective Field Theory Approach and Ultraviolet Complete Models,M. Zaazoua et al.,https://arxiv.org/abs/2107.01252,v6,https://arxiv.org/abs/2107.01252v6,ARXIV-NONEXCLUSIVE-DISTRIB-1.0,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,,,hold-manual-license-review,arxiv_abs_page,2026-08-09T05:48:37+00:00,not-started,,,,CF | EF,CF: Dark Matter: Particle-like | EF: Beyond the Standard Model - Dark Matter at Colliders,Manual source-license review is required before publishing a full translation.
arXiv:2203.08042,arxiv:2203.08042,Higgs Self Couplings Measurements at Future Proton-Proton Colliders,A. Taliercio et al.,https://arxiv.org/abs/2203.08042,v2,https://arxiv.org/abs/2203.08042v2,ARXIV-NONEXCLUSIVE-DISTRIB-1.0,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,,,hold-manual-license-review,arxiv_abs_page,2026-08-09T05:48:37+00:00,not-started,,,,EF,EF: Higgs Boson Properties and Couplings,Manual source-license review is required before publishing a full translation.
arXiv:2203.08211,arxiv:2203.08211,Higgs-Energy LEptoN (HELEN) Collider Based on Advanced Superconducting Radio Frequency Technology,S. Belomestnykh et al.,https://arxiv.org/abs/2203.08211,v1,https://arxiv.org/abs/2203.08211v1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/licenses/by/4.0/,True,True,eligible-after-attribution-check,arxiv_abs_page,2026-08-09T05:48:34+00:00,not-started,,,,AF | EF,AF: Accelerators for Electroweak and Higgs | EF: General - centered on this frontier,Adaptation is indicated by the source license; preserve attribution and all license conditions.
arXiv:2204.10774,arxiv:2204.10774,High Average Power Ultrafast Laser Technologies for Driving Future Advanced Accelerators,L. Kiani et al.,https://arxiv.org/abs/2204.10774,v2,https://arxiv.org/abs/2204.10774v2,CC-BY-NC-ND-4.0,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://creativecommons.org/licenses/by-nc-nd/4.0/,False,False,hold-no-public-adaptation,arxiv_abs_page,2026-08-09T05:48:38+00:00,not-started,,,,AF,AF: Advanced Accelerator Concepts,Manual source-license review is required before publishing a full translation.
arXiv:2203.07291,arxiv:2203.07291,High Density Galaxy Clustering in the Regime of Cosmic Acceleration,K. Dawson et al.,https://arxiv.org/abs/2203.07291,v1,https://arxiv.org/abs/2203.07291v1,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/licenses/by/4.0/,True,True,eligible-after-attribution-check,arxiv_abs_page,2026-08-09T05:48:39+00:00,not-started,,,,CF,CF: Dark Energy and Cosmic Acceleration: The Modern Universe,Adaptation is indicated by the source license; preserve attribution and all license conditions.
arXiv:2203.12043,arxiv:2203.12043,"High Efficiency, Low Cost, RF Sources for Accelerators and Colliders",R. L. Ives et al.,https://arxiv.org/abs/2203.12043,v1,https://arxiv.org/abs/2203.12043v1,CC-BY-NC-ND-4.0,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://creativecommons.org/licenses/by-nc-nd/4.0/,False,False,hold-no-public-adaptation,arxiv_abs_page,2026-08-09T05:48:44+00:00,not-started,,,,AF,AF: Accelerator Technology - RF,Manual source-license review is required before publishing a full translation.
arXiv:2203.08353,arxiv:2203.08353,High Energy & High Luminosity γγ Colliders,E. Barzi et al.,https://arxiv.org/abs/2203.08353,v3,https://arxiv.org/abs/2203.08353v3,ARXIV-NONEXCLUSIVE-DISTRIB-1.0,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,,,hold-manual-license-review,arxiv_abs_page,2026-08-09T05:48:38+00:00,not-started,,,,AF | CF | EF | NF | RPF | TF,AF: Accelerators for Electroweak and Higgs | CF: General - cross-listed: | EF: General - centered on this frontier | NF: General - cross-listed | RPF: General - cross-listed | TF: General - cross-listed,Manual source-license review is required before publishing a full translation.
